UNIQUE_CARRIER_ENTITY,CARRIER_NAME,CARRIER,CARRIER_GROUP,CARRIER_GROUP_NEW,REGION,AIRLINE_ID
80055,WTC Airlines,XBF,7,7,Domestic,19423
80045,Profit Airlines Inc.,XBH,7,7,Domestic,19424
80016,CF Air Freight,XBI,7,7,Domestic,19425
80034,International Air Service,XBJ,7,7,Domestic,19426
80002,Aeronaves De Puerto Rico,XBQ,7,7,Domestic,19427
80008,Allstates Air Cargo Inc.,XBR,7,7,Domestic,19428
80030,Cam Air International Inc.,XAQ,7,7,Domestic,19429
80046,Purolator Sky Courier Inc.,XAZ,7,7,Domestic,19430
80021,Circle Airfreight Corp.,XBP,7,7,Domestic,19431
80042,Pacific Alaska Airlines Inc.,XBT,7,7,Domestic,19432
80057,Icb International Airlines,XBX,7,7,Domestic,19433
80022,Cohlmia Aviation,XAM,7,7,Domestic,19434
80009,Amerford Airways Inc.,XAE,7,7,Domestic,19435
80011,Astro-Wing Airlines Inc.,XAF,7,7,Domestic,19436
80012,Ball Brothers Inc.,XAG,7,7,Domestic,19437
80015,Burlington Northern Inc.,XAI,7,7,Domestic,19438
80018,Century Airlines Inc.,XAK,7,7,Domestic,19439
80025,Dallas Flight Center,XAO,7,7,Domestic,19440
80036,Jet Way Inc.,XAR,7,7,Domestic,19441
80037,Klondike Air Inc.,XAS,7,7,Domestic,19442
80043,Pat Air,XAY,7,7,Domestic,19443
80047,Phh Air Inc.,XBM,7,7,Domestic,19444
80039,Flight Line Inc.,XAU,7,7,Domestic,19445
80054,Viking International Airlines Inc.,CGL,7,7,Domestic,19446
16151,Capitol International Inc.,CL,2,2,Latin America,19447
16150,Capitol International Inc.,CL,2,2,Atlantic,19447
6150,Capitol International Inc.,CL,2,2,Domestic,19447
90004,Air Caravane Inc.,AEQ,0,0,International,19448
9224F,Argo S. A.,AGQ,0,0,International,19449
90008,Norontair,AIQ,0,0,International,19450
90009,Alberta Northern Airlines,ALQ,0,0,International,19451
90154,Aviacion Y Comercio S.A.,AO,0,0,International,19452
90165,Air Bvi Limited,BLQ,0,0,International,19453
90024,Spantax S. A.,BXQ,0,0,International,19454
90031,Dan Air Services,DA,0,0,International,19455
9419B,Maersk Air I/S,DM,0,0,International,19456
90034,Aerolineas Dominicanas S A,DOQ,0,0,International,19457
90035,Caribwest Airways Ltd.,DQQ,0,0,International,19458
90037,Execaire Aviation Ltd.,EBQ,0,0,International,19459
90040,Aero Trades (Western) Ltd.,ERQ,0,0,International,19460
90043,Fast Air Carrier Ltd.,FAQ,0,0,International,19461
90047,Business Flights Ltd.,HIQ,0,0,International,19462
9303D,Tar Airlines,HRQ,0,0,International,19463
90050,Transavia Holland B. V.,HVQ,0,0,International,19464
90052,Iscargo Hf,ICQ,0,0,International,19465
90053,Tradewinds Airways Ltd.,IKQ,0,0,International,19466
90054,Aerlinte Eireann Teoranta,IN,0,0,International,19467
90055,Iran National Airlines Corp,IR,0,0,International,19468
90056,Inair,IXQ,0,0,International,19469
90059,Allarco Developments Ltd.,JXQ,0,0,International,19470
90061,Transmeridian Air Cargo Ltd.,KKQ,0,0,International,19471
90065,Kelowna Flightcraft Air Cha,KWQ,0,0,International,19472
90070,Liat (1974) Limited,LIQ,0,0,International,19473
90078,Millardair Limited,MAQ,0,0,International,19474
90079,Montana Austria Flugetrieb,MGQ,0,0,International,19475
90082,P.N. Merpati Nusantara Air.,MZ,0,0,International,19476
90085,North Cariboo Flying Serv.,NFQ,0,0,International,19477
90087,Norcanair,NKQ,0,0,International,19478
90088,Northward Airlines Ltd.,NN,0,0,International,19479
90089,North Coast Air Services,NSQ,0,0,International,19480
90090,National Aviation Consult.,NTQ,0,0,International,19481
90091,Air Niugini,NUQ,0,0,International,19482
90097,Nunasi-Central Airlines Ltd.,ONQ,0,0,International,19483
90099,Ontario Worldair Limited,OWQ,0,0,International,19484
9900M,Pem-Air Limited,PD,0,0,International,19485
90105,Eastern Provincial Airways,PV,0,0,International,19486
90106,Pacific Western Airlines,PW,0,0,International,19487
90107,Inter-Quebec (Intair),QB,0,0,International,19488
90109,Syrian Arab Airlines,RB,0,0,International,19489
9303B,Aerotransportes Entre Rios,RSQ,0,0,International,19490
90117,Redcoat Air Cargo Limited,RY,0,0,International,19491
90121,Skycharter (Malton) Ltd.,SJQ,0,0,International,19492
90127,Superior Airways Limited,SSQ,0,0,International,19493
90128,Belize Airways Limited,ST,0,0,International,19494
90129,Skycraft Air Transport Inc.,STQ,0,0,International,19495
90136,Trans-Mediterranean Airways,TLQ,0,0,International,19496
90140,British Caribbean Airways,TXQ,0,0,International,19497
90141,Air Manila Inc.,UMQ,0,0,International,19498
90145,Avalon Aviation Ltd.,VOQ,0,0,International,19499
90146,Wardair Canada Inc.,WDQ,0,0,International,19500
90147,Gateway Aviation Limited,WGQ,0,0,International,19501
90148,Windward Islands Airways,WM,0,0,International,19502
80050,Nal Inc.,XBV,7,7,Domestic,19503
90151,Yellow Bird Air,YBQ,0,0,International,19504
9493A,Air Europe Limited,AE,0,0,International,19505
9900N,Intair,ND,0,0,International,19506
9480A,Yugoslav Airlines,JU,0,0,International,19507
9427E,Union De Transports Aeriens,UT,0,0,International,19508
9238A,Air Haiti S. A.,HJ,0,0,International,19509
9131A,Servicio Aereo De Honduras,SH,0,0,International,19510
9419C,Sterling Airways A/S,NBQ,0,0,International,19511
9118A,Aerolineas El Salvador S A,SZQ,0,0,International,19512
9312B,Transp. Aereos Bolivianos,BOQ,0,0,International,19513
9368B,Aeronaves Del Peru,ADQ,0,0,International,19514
9224G,Compania Dominicana De Avia,DO,0,0,International,19515
9555A,Nigeria Airways Ltd.,WT,0,0,International,19516
9365A,Lineas Aereas Paraguayas,PZ,0,0,International,19517
9429B,Lufthansa Cargo Airlines,GE,0,0,International,19518
9388B,Venezuelan International Airways,VA,0,0,International,19519
9337B,Andes,ED,0,0,International,19520
9368C,Compan. De Aviacion Faucett,CF,0,0,International,19521
9127B,Aviateca,GU,0,0,International,19522
9900F,Canadian Airlines International Ltd.,CP,0,0,International,19523
9350A,Guyana Airways Corporation,GY,0,0,International,19524
9206A,Seagreen Air Transport,ESQ,0,0,International,19525
9845A,Air Nauru,ON,0,0,International,19526
9368A,Aero Peru,PL,0,0,International,19527
9486A,Balair Ag,BBQ,0,0,International,19528
9409A,Sabena Belgian World Air.,SN,0,0,International,19529
9533A,Air Afrique,RK,0,0,International,19530
9900A,Air Canada,AC,0,0,International,19531
9427B,Compagnie Natl Air France,AF,0,0,International,19532
9733A,National Aviation Company of India Limited d/b/a Air India,AI,0,0,International,19533
9733A,Air-India,AI,0,0,International,19533
9148B,Aeromexico,AM,0,0,International,19534
9303A,Aerolineas Argentinas,AR,0,0,International,19535
9548A,Royal Air Maroc,AT,0,0,International,19536
9327A,Aerovias Nacl De Colombia,AV,0,0,International,19537
9425A,Finnair Oy,AY,0,0,International,19538
9450A,Compagnia Aerea Italiana,AZ,0,0,International,19539
9450A,Alitalia-Linee Aeree Italia,AZ,0,0,International,19539
9493E,British Airways Plc,BA,0,0,International,19540
9493F,British Midland Airways Ltd.,BD,0,0,International,19541
9280A,British West Indian Airways,BW,0,0,International,19542
9280A,Caribbean Airlines Limited,BW,0,0,International,19542
9713A,Air China,CA,0,0,International,19543
9781A,China Airlines Ltd.,CI,0,0,International,19544
9454A,Cargolux Airlines International S.A,CV,0,0,International,19545
9439A,Icelandair,FI,0,0,International,19546
9482B,Iberia Air Lines Of Spain,IB,0,0,International,19547
9736B,Japan Air Lines Co. Ltd.,JL,0,0,International,19548
9243A,Air Jamaica Limited,JM,0,0,International,19549
9778A,Korean Air Lines Co. Ltd.,KE,0,0,International,19550
9461A,Klm Royal Dutch Airlines,KL,0,0,International,19551
9324B,Lan-Chile Airlines,LA,0,0,International,19552
9312A,Lloyd Aereo Boliviano S. A.,LB,0,0,International,19553
9429D,Lufthansa German Airlines,LH,0,0,International,19554
9467A,Polskie Linie Lotnicze,LO,0,0,International,19555
9110A,Lacsa,LR,0,0,International,19556
9429E,Luftransport-Unternehmen,LT,0,0,International,19557
9636A,El Al Israel Airlines Ltd.,LY,0,0,International,19558
9148C,Compania Mexicana De Aviaci,MX,0,0,International,19559
9900J,N. W. Territorial Airways,NWQ,0,0,International,19560
9433A,Olympic Airways,OA,0,0,International,19561
9892A,Polynesian Airlines Ltd.,PH,0,0,International,19562
9764A,Pakistan International Airlines,PK,0,0,International,19563
9766A,Philippine Airlines Inc.,PR,0,0,International,19564
9379A,Surinam Airways Limited,PY,0,0,International,19565
9802A,Qantas Airways Ltd.,QF,0,0,International,19566
9316B,Varig S. A.,RG,0,0,International,19567
9639A,Alia-(The) Royal Jordanian,RJ,0,0,International,19568
9473A,Tarom Romanian Air Transpor,RO,0,0,International,19569
9562A,South African Airways,SA,0,0,International,19570
9484B,Scandinavian Airlines Sys.,SK,0,0,International,19571
9776A,Singapore Airlines Ltd.,SQ,0,0,International,19572
9475A,Aeroflot Russian Airlines,SU,0,0,International,19573
9475A,Aeroflot Russian Airlines,SU,0,0,International,19573
9118B,Taca International Airlines,TA,0,0,International,19574
9782A,Thai Airways International Ltd.,TG,0,0,International,19575
9469A,Tap-Portuguese Airlines,TP,0,0,International,19576
9204A,Bahamasair Holding Limited,UP,0,0,International,19577
6708,Transtar Airlines Corp.,MC,2,2,Domestic,19578
9493I,Heavylift Cargo Airlines Lt,HLQ,0,0,International,19579
9324A,Ladeco,UC,0,0,International,19580
37963,Altus Airlines,ALT,1,6,Domestic,19581
37964,Atlantic Air,ANC,1,6,Domestic,19582
37966,Aero International Airlines,BAA,1,6,Domestic,19583
37965,Northern Star,DIR,1,6,Domestic,19584
37968,Skytrain,SKT,1,6,Domestic,19585
37962,Trans Air Cargo Inc.,TGO,1,6,Domestic,19586
16710,T-Bird Air Inc.,THQ,1,1,International,19587
6726,T-Bird Air Inc.,THQ,1,1,System,19587
6723,T-Bird Air Inc.,THQ,1,1,Domestic,19587
37982,Royal West Airways Inc.,ROA,1,6,Domestic,19588
37985,Air East Of Delaware Inc.,AED,1,6,Domestic,19589
37980,Atlanta Express,ALX,1,6,Domestic,19590
37978,Air New Orleans,AOR,1,6,Domestic,19591
37984,Air Vermont Inc.,AVR,1,6,Domestic,19592
37975,Dolphin Airways Inc.,DOL,1,6,Domestic,19593
37973,Devoe Airlines,DVO,1,6,Domestic,19594
37972,Golden Pacific Airlines,KIN,1,6,Domestic,19595
37986,National Florida Airlines,NFA,1,6,Domestic,19596
37983,Slocum Air Inc.,SLO,1,6,Domestic,19597
37970,State Airlines Inc.,STA,1,6,Domestic,19598
37974,Air Molakai,TRO,1,6,Domestic,19599
37981,Williams Air Inc.,WIR,1,6,Domestic,19600
37977,Mission Air,WSU,1,6,Domestic,19601
16210,Guy-America Airways Inc.,HX,1,1,Latin America,19602
6570,Guy-America Airways Inc.,HX,1,1,Domestic,19602
6745,Pacific Express,VB,1,1,Domestic,19603
6709,Northeastern International Airways,QS,1,1,Domestic,19604
37988,Friendship Air Alaska,HAR,1,6,Domestic,19605
37989,Minuteman Aviation Inc.,MIN,1,6,Domestic,19606
37987,Virgin Islands Seaplane,VIS,1,6,Domestic,19607
19323,Flying Tiger Line Inc.,FT,3,3,Latin America,19608
19322,Flying Tiger Line Inc.,FT,3,3,Atlantic,19608
19321,Flying Tiger Line Inc.,FT,3,3,Pacific,19608
9320,Flying Tiger Line Inc.,FT,3,3,Domestic,19608
90094,Aerocondor,OD,0,0,International,19609
6195,Emerald Airlines Inc.,OD,1,1,Domestic,19610
37990,Northern Airlines Inc.,NRN,1,6,Domestic,19611
6743,Pacific East Air Inc.,6P,1,1,Domestic,19612
16230,Jet Charter Service Inc.,TJ,1,1,International,19613
6676,Jet Charter Service Inc.,TJ,1,1,Domestic,19613
6675,Jet Charter Service Inc.,TJ,1,1,System,19613
9337A,Aeroservicios Ecuatorianos,EOQ,0,0,International,19614
16059,Arista International Airlines Inc.,RAQ,1,1,International,19615
6058,Arista International Airlines Inc.,RAQ,1,1,Domestic,19615
6057,Arista International Airlines Inc.,RAQ,1,1,System,19615
9644A,Kuwait Airways Corp.,KU,0,0,International,19616
37993,Burlington Aeroplane Co.,BAY,1,6,Domestic,19617
37992,Desert Sun Airlines,DSA,1,6,Domestic,19618
38005,Lake Union Air Service,LAS,1,6,Domestic,19619
9441A,Aer Turas Teoranta,QTQ,0,0,International,19620
90162,Aero B Venezuela C.A.,AFQ,0,0,International,19621
90166,Air Ontario Limited,GX,0,0,International,19622
9441B,Aer Lingus Plc,EI,0,0,International,19623
9670A,Saudi Arabian Airlines Corp,SV,0,0,International,19624
80060,Air Polynesia d/b/a DHL Cargo,XAB,7,7,Domestic,19625
80059,Air Natl Aircraft Sal & Ser,XBZ,7,7,Domestic,19626
9419A,A/S Conair,CIQ,0,0,International,19627
38003,Dash Air Corporation,ANI,1,6,Domestic,19628
37998,Air Resorts Airlines,ARA,1,6,Domestic,19629
37999,Manu'a Air Transport,MUA,1,6,Domestic,19630
37969,Pacific Cal Air,PCL,1,6,Domestic,19631
38000,Service Aviation Inc.,SER,1,6,Domestic,19632
38015,The Time Machine,TTM,1,6,Domestic,19633
90170,Servicio De Carga Aerea Sa,CMQ,0,0,International,19634
9429C,Hapag Lloyd Flug.,HAQ,0,0,International,19635
6014,Air One Inc.,CB,1,1,Domestic,19636
9647A,Middle East Airlines S.A.L.,ME,0,0,International,19637
38010,Arcata Flying Service,AFS,1,6,Domestic,19638
30475,Grand Canyon Airlines,GRD,1,6,Domestic,19639
37997,Kodiak Airways Inc.,KOD,1,6,Domestic,19640
38016,Mid-Atlantic Exp. Airlines,MAE,1,6,Domestic,19641
38004,National Commuter Airlines,NCA,1,6,Domestic,19642
38001,Sundorph Aeronautical Corp.,SAC,1,6,Domestic,19643
38006,Waring Air,WAR,1,6,Domestic,19644
16034,All Star Airlines Inc.,EP,1,1,International,19645
6034,All Star Airlines Inc.,EP,1,1,Domestic,19645
6033,All Star Airlines Inc.,EP,1,1,System,19645
16013,Aeron International Airlines Inc.,AXQ,1,1,International,19646
16250,Jet Fleet Intl. Airlines,JIQ,1,1,International,19647
6678,Jet Fleet Intl. Airlines,JIQ,1,1,Domestic,19647
6677,Jet Fleet Intl. Airlines,JIQ,1,1,System,19647
38012,Markair Express,HER,1,6,Domestic,19648
30131,Alaska Island Air Inc.,LSZ,1,6,Domestic,19649
30005,Air Sunshine Inc.,AAT,1,6,Domestic,19650
30005,Air Sunshine Inc.,AAT,1,6,Domestic,19650
38008,Eastman Airways Inc.,EAT,1,6,Domestic,19651
38014,Spirit Helicopter,SPH,1,6,Domestic,19652
16025,Air National,AHQ,1,1,International,19653
6025,Air National,AHQ,1,1,Domestic,19653
38019,Executive Charter,EXC,1,6,Domestic,19654
38026,Aviation Associates,SNA,1,6,Domestic,19655
38021,Airmarc Airlines Inc.,ARM,1,6,Domestic,19656
38018,Panorama Air Tours,PAT,1,6,Domestic,19657
6889,Trans-Air-Link Corporation,TKQ,1,4,System,19658
16890,Trans-Air-Link Corporation,TKQ,1,4,International,19658
6890,Trans-Air-Link Corporation,TKQ,1,4,Domestic,19658
38007,Audi Air Inc.,AAI,1,6,Domestic,19659
16202,Galaxy Airlines Inc.,GAQ,1,1,International,19660
6501,Galaxy Airlines Inc.,GAQ,1,1,System,19660
6500,Galaxy Airlines Inc.,GAQ,1,1,Domestic,19660
6630,Intl Air Service Co. Ltd.,IDQ,1,1,Domestic,19661
9316A,Transbrasil S.A.,TR,0,0,International,19662
80062,Hawkins And Powers Aviation,XCA,7,7,Domestic,19663
80061,Jet East Inc.,XBC,7,7,Domestic,19664
38020,Air Sedona,ARS,1,6,Domestic,19665
38027,Caribbean Express Inc.,CRE,1,6,Domestic,19666
38022,Tri-State Airlines Inc.,TFZ,1,6,Domestic,19667
6206,Frontier Horizon Inc.,FH,1,1,Domestic,19668
90176,Aermediterranea S.P.A.,AWQ,0,0,International,19669
4350,Markair Inc.,BF,2,2,Domestic,19670
4350,Alaska International Air,BF,2,2,Domestic,19670
9824A,Air Tungaru Corporation,VK,0,0,International,19671
38035,Resort Airlines Inc.,RES,1,6,Domestic,19672
38031,Alpine Air,AAV,1,6,Domestic,19673
38028,Americair Inc.,AME,1,6,Domestic,19674
38033,Airspur Helicopters Inc.,ARP,1,6,Domestic,19675
38030,Silver Kris Services Ltd.,SKS,1,6,Domestic,19676
16136,Buffalo Airways Inc.,BFQ,1,1,International,19677
6137,Buffalo Airways Inc.,BFQ,1,1,Domestic,19677
6136,Buffalo Airways Inc.,BFQ,1,1,System,19677
15045,Aloha Airlines Inc.,AQ,2,2,Pacific,19678
5045,Aloha Airlines Inc.,AQ,2,2,Domestic,19678
38040,Air Spirit Inc.,APS,1,6,Domestic,19679
38038,Metro Express,EME,1,6,Domestic,19680
38041,Frontier Commuter,FRT,1,6,Domestic,19681
9493K,Virgin Atlantic Airways,VS,0,0,International,19682
16020,Airmark Corporation,MKQ,1,1,International,19683
6023,Airmark Corporation,MKQ,1,1,Domestic,19683
6022,Airmark Corporation,MKQ,1,1,System,19683
16212,Independent Air Inc.,INQ,1,1,International,19684
6611,Independent Air Inc.,INQ,1,1,Domestic,19684
6610,Independent Air Inc.,INQ,1,1,System,19684
16002,Aerial Transit Company,TPQ,1,1,Latin America,19685
6002,Aerial Transit Company,TPQ,1,1,Domestic,19685
6001,Aerial Transit Company,TPQ,1,1,System,19685
38037,Westflight Aviation,WFT,1,6,Domestic,19686
37960,Horizon Air,HOZ,1,6,Domestic,19687
6580,Horizon Air,QX,2,2,Domestic,19687
11023,Horizon Air,QX,2,2,Latin America,19687
6707,Midway Express Airlines,2M,1,1,Domestic,19688
9276A,St. Lucia Airways Limited,SDQ,0,0,International,19689
15375,Hawaiian Airlines Inc.,HA,2,2,Pacific,19690
5375,Hawaiian Airlines Inc.,HA,2,2,Domestic,19690
15375,Hawaiian Airlines Inc.,HA,3,3,Pacific,19690
5375,Hawaiian Airlines Inc.,HA,3,3,Domestic,19690
80063,Pacific Air Express Inc.,XDA,7,7,Domestic,19691
38042,Trump Air,RIA,1,6,Domestic,19692
38046,North Pacific Airlines Inc.,NPA,1,6,Domestic,19693
38043,Flirite Inc.,FLR,1,6,Domestic,19694
38044,Talarik Creek Air Taxi,TAT,1,6,Domestic,19695
6788,Royale Airlines Inc.,OQ,1,1,Domestic,19696
30690,Royale Airlines Inc.,RAY,1,6,Domestic,19696
30690,Royale Airlines Inc.,RAY,1,6,Domestic,19696
9900P,Worldways Canada Ltd.,WWQ,0,0,International,19697
9427A,Air Charter (Safa),AQQ,0,0,International,19698
16703,Samoa Airlines Inc.,MB,1,1,Pacific,19699
38050,Alpha Air,APH,1,6,Domestic,19700
38052,Jetaire Airlines Inc.,JTA,1,6,Domestic,19701
90182,Haiti Air,KB,0,0,International,19702
38054,Harbor Air Service,HSV,1,6,Domestic,19703
10221,Continental Air Lines Inc.,CO,3,3,Pacific,19704
10220,Continental Air Lines Inc.,CO,3,3,Latin America,19704
10219,Continental Air Lines Inc.,CO,3,3,Atlantic,19704
1220,Continental Air Lines Inc.,CO,3,3,Domestic,19704
16590,Interstate Airlines Inc.,IRQ,1,1,International,19705
6625,Interstate Airlines Inc.,IRQ,1,1,Domestic,19705
6624,Interstate Airlines Inc.,IRQ,1,1,System,19705
80035,Interstate Airlines Inc.,XBL,7,7,Domestic,19705
38058,Hawaii Pacific Helicopters,CLD,1,6,Domestic,19706
10285,Eastern Air Lines Inc.,EA,3,3,Latin America,19707
10284,Eastern Air Lines Inc.,EA,3,3,Atlantic,19707
0A285,Eastern Air Lines Inc.,EA,3,3,Domestic,19707
38047,Chisum Flying Service,CSM,1,6,Domestic,19708
38080,AvAir,AMR,1,6,Domestic,19709
38048,Armstrong Air Service Inc.,AAP,1,6,Domestic,19710
38071,Eagle Airline,EGA,1,6,Domestic,19711
38073,Business Express Airlines,BEA,1,6,Domestic,19712
38065,Alliance Airlines,ACN,1,6,Domestic,19713
38063,Astor Air,ASR,1,6,Domestic,19714
38068,West Penn Commuter,BAT,1,6,Domestic,19715
38057,Barken International,BRK,1,6,Domestic,19716
38074,Commuter Airlines (Ca),CMR,1,6,Domestic,19717
38062,Cresent Medivac,CRH,1,6,Domestic,19718
38070,Coastal Air Transport,CTL,1,6,Domestic,19719
38078,Exec Express,EEX,1,6,Domestic,19720
38061,La Skycab Airline,LAA,1,6,Domestic,19721
38069,National Air,NAT,1,6,Domestic,19722
38059,Omniflight Airways,OMI,1,6,Domestic,19723
38072,Southern Express Airways,SEP,1,6,Domestic,19724
38064,Turner Aire,TUR,1,6,Domestic,19725
38079,AAR Western Skyways,WSK,1,6,Domestic,19726
6805,Skybus Inc.,FW,1,1,Domestic,19727
9281A,Caicos Caribbean Airways,CUQ,0,0,International,19728
38055,Jet Express,BDE,1,6,Domestic,19729
6770,Regent Air Corporation,4R,1,1,Domestic,19730
38056,Westates Airlines,WTA,1,6,Domestic,19731
38097,Action Airlines,AON,1,6,Domestic,19732
38067,California Seaboard,CAF,1,6,Domestic,19733
38081,Enterprise Airlines Inc.,ENT,1,6,Domestic,19734
38075,Island Air Express,IEX,1,6,Domestic,19735
38111,Maui Airlines,MAA,1,6,Domestic,19736
38095,Metro Express 11,MEX,1,6,Domestic,19737
38060,Otter Air,OTT,1,6,Domestic,19738
38082,Prime Air Inc.,PRM,1,6,Domestic,19739
38077,Sallee's Aviation,SAL,1,6,Domestic,19740
38066,Wrangell Air Service,WGL,1,6,Domestic,19741
38024,Atlantic Gulf Airlines,AGL,1,6,Domestic,19742
16080,Atlantic Gulf Airlines,ZY,1,1,Latin America,19742
6080,Atlantic Gulf Airlines,ZY,1,1,Domestic,19742
16675,Skyworld Airlines Inc.,PKQ,1,1,International,19743
6756,Skyworld Airlines Inc.,PKQ,1,1,Domestic,19743
6759,Presidential Airways Inc.,XV,1,1,Domestic,19744
9205A,Caribbean Air Cargo Co Ltd.,DC,0,0,International,19745
9832A,P.T. Garuda Indonesian Arwy,GA,0,0,International,19746
9591A,Egyptair,MS,0,0,International,19747
38086,Bay Air,BYA,1,6,Domestic,19748
16204,Five Star Airlines,FFQ,1,1,International,19749
6203,Five Star Airlines,FFQ,1,1,Domestic,19749
6202,Five Star Airlines,FFQ,1,1,System,19749
38085,King Flying Service,KFS,1,6,Domestic,19750
90191,Le Point Air,LEQ,0,0,International,19751
38087,Barrow Air,BRW,1,6,Domestic,19752
38094,Big Island Air,BIA,1,6,Domestic,19753
38093,Cityhop,CCA,1,6,Domestic,19754
38089,GP Express Airlines,GPA,1,6,Domestic,19755
38098,Iowa Airways,IOW,1,6,Domestic,19756
38091,Mountain West Airlines,MWA,1,6,Domestic,19757
38088,Resort Commuter,RSC,1,6,Domestic,19758
38090,Texas National Airlines,TXA,1,6,Domestic,19759
37836,Air Hawaii,AHC,1,6,Domestic,19760
37836,Air Hawaii,AHC,1,6,Domestic,19760
6012,Air Hawaii,XK,1,1,Domestic,19760
90150,Aerotal,XK,0,0,International,19761
38108,Air L.A.,ALS,1,6,Domestic,19762
38114,Aero Coach,AEO,1,6,Domestic,19763
38107,Air Link Airways,ALK,1,6,Domestic,19764
38102,Million Air,BFG,1,6,Domestic,19765
38106,Helitrans,HEL,1,6,Domestic,19766
38104,La Helicopter,LAH,1,6,Domestic,19767
38103,Omniflight Helicopters,OMH,1,6,Domestic,19768
38105,Reeves Air,RVA,1,6,Domestic,19769
9162C,Compania Panamena (Copa),CM,0,0,International,19770
9591B,Zas Airline Of Egypt,ZAQ,0,0,International,19771
38100,Polar International,POL,1,6,Domestic,19772
80067,Hemisphere Air Charter,XDC,7,7,Domestic,19773
38113,Airways International,AIT,1,6,Domestic,19774
38112,Chicago Airlines,CGA,1,6,Domestic,19775
6785,Royal West Airlines,YM,1,1,Domestic,19776
6021,Airpac Inc.,RI,1,1,Domestic,19777
30090,Airpac Inc.,XYZ,1,6,Domestic,19777
30090,Airpac Inc.,XYZ,1,6,Domestic,19777
9388A,Aerovias Venezolanas-Avensa,VE,0,0,International,19778
9729A,Cathay Pacific Airways Ltd.,CX,0,0,International,19779
38116,Galena Air Service,GAL,1,6,Domestic,19780
38110,Stateswest Airlines,STW,1,6,Domestic,19781
38119,Executive Transport,EXR,1,6,Domestic,19782
38117,Propheter Aviation,PRP,1,6,Domestic,19783
38051,Wise Airlines Inc.,WAI,1,6,Domestic,19784
38120,Haines Airways,HNS,1,6,Domestic,19786
6550,Great American Airways,FD,1,1,Domestic,19787
6549,Great American Airways,FD,1,1,System,19787
6550,Great American Airways,FDQ,1,1,Domestic,19787
6549,Great American Airways,FDQ,1,1,System,19787
38101,Air Puerto Rico Airlines,APC,1,6,Domestic,19788
16027,Air Puerto Rico Airlines,FD,1,1,Latin America,19788
6027,Air Puerto Rico Airlines,FD,1,1,Domestic,19788
6026,Air Puerto Rico Airlines,FD,1,1,System,19788
9316C,Viacao Aerea Sao Paulo,VP,0,0,International,19789
10262,Delta Air Lines Inc.,DL,3,3,Pacific,19790
10261,Delta Air Lines Inc.,DL,3,3,Atlantic,19790
10260,Delta Air Lines Inc.,DL,3,3,Latin America,19790
1260,Delta Air Lines Inc.,DL,3,3,Domestic,19790
9736A,All Nippon Airways Co.,NH,0,0,International,19791
80068,International Parcel Express Inc.,XDD,7,7,Domestic,19792
9493C,Anglo Airlines Ltd.,AZQ,0,0,International,19793
38123,Midcontinent Airlines,MDC,1,6,Domestic,19794
9749A,Malaysian Airline System,MH,0,0,International,19795
6722,Pilgrim Aviation & Airlines,PM,1,1,Domestic,19796
30645,Pilgrim Aviation & Airlines,PMT,1,6,Domestic,19796
30645,Pilgrim Aviation & Airlines,PMT,1,6,Domestic,19796
16199,Florida Express Inc.,ZO,1,1,Latin America,19797
6201,Florida Express Inc.,ZO,1,1,Domestic,19797
16640,Orion Air,OPQ,1,1,International,19798
6728,Orion Air,OPQ,1,1,Domestic,19798
6727,Orion Air,OPQ,1,1,System,19798
9900K,Nationair,NAQ,0,0,International,19799
38121,Air Cape,APE,1,6,Domestic,19800
38124,Lake Coastal,LCT,1,6,Domestic,19801
38122,Mst Aviation,MTV,1,6,Domestic,19802
90197,First Air,7F,0,0,International,19803
9507A,Transportes Aereos De Cabo,VR,0,0,International,19804
10052,American Airlines Inc.,AA,3,3,Pacific,19805
10050,American Airlines Inc.,AA,3,3,Latin America,19805
10049,American Airlines Inc.,AA,3,3,Atlantic,19805
0A050,American Airlines Inc.,AA,3,3,Domestic,19805
9900B,Air Charter Systems (Acs),WAQ,0,0,International,19806
38127,Helitac Aviation,HET,1,6,Domestic,19807
9106A,Belize Air International Ltd.,BM,0,0,International,19808
90201,Highland Express Airways,VY,0,0,International,19809
6710,Mid Pacific Airlines Inc.,HO,1,1,Domestic,19810
37889,Mid Pacific Airlines Inc.,MPA,1,6,Domestic,19810
37889,Mid Pacific Airlines Inc.,MPA,1,6,Domestic,19810
90013,Aero Tranportes Panamenos,ATQ,0,0,International,19811
16702,Millon Air Inc.,LBQ,1,1,International,19812
6702,Millon Air Inc.,LBQ,1,1,Domestic,19812
6701,Millon Air Inc.,LBQ,1,1,System,19812
38134,Air Caribe International,ARB,1,6,Domestic,19813
37979,Air South,ASU,1,4,Domestic,19814
38128,Air South,ASH,1,6,Domestic,19815
38131,Bangor International Air,BAN,1,6,Domestic,19816
38133,Chester County Aviation,CCO,1,6,Domestic,19817
38129,East Coast Airways,ECR,1,6,Domestic,19818
38132,Hub Express,HEP,1,6,Domestic,19819
38130,Tropical Helicopter Airways,THA,1,6,Domestic,19820
9679A,Turk Hava Yollari A.O.,TK,0,0,International,19821
12681,Piedmont Aviation Inc.,PI,3,3,Latin America,19822
12680,Piedmont Aviation Inc.,PI,3,3,Atlantic,19822
2680,Piedmont Aviation Inc.,PI,3,3,Domestic,19822
